claude_item_id,consensus_A,consensus_B,consensus_C,rule_A,rule_B,rule_C,ambiguous_A,ambiguous_B,ambiguous_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,mean_confidence_A,sd_confidence_A,mean_confidence_B,sd_confidence_B,mean_confidence_C,sd_confidence_C,claude_taxonomy,claude_broad,source_item_id,claim_id,order,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,grok_consensus_A,grok_consensus_B,grok_consensus_C,grok_rule_A,grok_rule_C,grok_taxonomy,grok_resolved_by_titles,grok_resolved_only_by_structure,grok_still_ambiguous_after_C,grok_reversed_after_titles,grok_reversed_after_structure,nli_disagrees,nli2_disagrees,grok_broad,grok_ambiguous_A,grok_ambiguous_B,grok_ambiguous_C
CF-000167,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,73.6,3.3823069050575527,70.4,4.758150901348128,67.4,1.7435595774162693,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001005,147486,167,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000168,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,56.2,1.4696938456699067,56.0,2.0,56.6,2.0591260281974,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000458,150693,168,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000169,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,58.6,1.9595917942265424,57.2,1.9390719429665317,58.0,2.756809750418044,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000700,95358,169,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000170,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,75.6,3.8781438859330635,74.0,4.0,71.4,1.9595917942265422,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000358,87838,170,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000171,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,73.2,6.046486583132389,78.4,3.1999999999999997,76.0,6.841052550594828,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000146,29594,171,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000172,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.4,2.33238075793812,78.6,1.9595917942265422,75.2,1.4696938456699067,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000904,194800,172,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Ambiguous,Supported,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000173,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,60.0,1.2649110640673518,57.4,1.7435595774162693,59.6,0.7999999999999999,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000094,120655,173,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000174,Ambiguous,Ambiguous,Supported,ambiguous_majority,ambiguous_majority,high_consensus,True,True,False,False,True,False,False,False,56.2,1.4696938456699067,54.4,1.2000000000000002,59.4,2.65329983228432,silver_structured_evidence_sensitive,representation_sensitive,SA-000839,82883,174,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,Unresolved,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000175,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,76.2,2.4,77.4,1.2,76.8,2.9933259094191533,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000204,12820,175,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000176,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,77.2,0.9797958971132712,78.8,1.5999999999999999,77.2,3.9698866482558417,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000334,207010,176,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000177,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,64.8,2.9257477676655586,63.8,4.308131845707603,65.0,1.8973665961010275,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000312,21716,177,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000178,Supported,Supported,Ambiguous,high_consensus,high_consensus,ambiguous_weak_sufficiency,False,False,True,False,False,True,False,False,57.4,2.244994432064365,56.6,3.7735924528226414,54.4,3.3823069050575527,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000329,10689,178,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000179,Refuted,Refuted,Unresolved,high_consensus,high_consensus,unresolved,False,False,True,False,False,True,False,False,65.2,4.833218389437829,65.4,5.986651818838306,64.6,8.754427451295715,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000966,108767,179,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000180,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,87.4,1.2,87.4,1.2,86.8,1.4696938456699067,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000061,183938,180,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000181,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,69.8,3.709447398198282,69.2,2.0396078054371136,70.8,0.9797958971132712,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000954,93331,181,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Supported,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,True,False,True,False,False,True,False,residual_ambiguity,True,False,True
CF-000182,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,83.2,1.9390719429665315,85.2,0.4,84.4,1.3564659966250536,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000040,187789,182,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000183,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.6,2.33238075793812,69.2,3.54400902933387,70.4,1.4966629547095764,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000191,28447,183,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000184,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.8,1.5999999999999999,87.8,1.5999999999999999,85.2,1.9390719429665315,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000345,171629,184,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000185,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,91.2,0.9797958971132712,91.2,0.9797958971132712,90.0,1.2649110640673518,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000510,223499,185,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000186,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,84.2,2.1354156504062622,84.6,2.33238075793812,85.0,0.0,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000646,104930,186,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000187,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,79.8,2.993325909419153,77.4,1.7435595774162693,79.8,3.124099870362662,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000499,22726,187,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000188,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,88.2,1.8330302779823358,89.2,1.5999999999999999,89.2,0.9797958971132712,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000022,206453,188,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000189,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,58.8,1.5999999999999999,56.4,1.3564659966250536,58.0,2.756809750418044,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000313,89219,189,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000190,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,80.0,1.2649110640673518,79.4,3.555277766926235,77.6,2.9393876913398134,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000802,206465,190,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Refuted,Unresolved,Refuted,high_consensus,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,True,True,representation_sensitive,False,True,False
CF-000191,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,74.0,2.756809750418044,72.4,3.1999999999999997,71.8,2.5612496949731396,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000566,89682,191,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000192,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.0,3.5777087639996634,71.2,2.7129319932501073,71.4,3.8781438859330635,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000202,54742,192,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000193,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.8,1.4696938456699067,88.0,0.0,86.4,1.3564659966250536,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000172,189714,193,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000194,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.0,1.2649110640673518,75.2,0.7483314773547882,73.4,3.3226495451672298,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000317,160508,194,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000195,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,58.8,0.9797958971132712,55.6,1.2000000000000002,58.8,3.3105890714493693,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000583,26317,195,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,True,residual_ambiguity,True,True,True
CF-000196,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,59.6,1.4966629547095764,59.6,1.4966629547095764,59.6,0.7999999999999999,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000813,145866,196,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000197,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,65.0,3.687817782917155,68.0,2.8284271247461903,67.0,5.138093031466052,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000758,98866,197,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000198,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,66.0,2.0,61.4,1.9595917942265424,62.6,2.4979991993593593,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000113,142025,198,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000199,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.0,1.2649110640673518,72.6,1.7435595774162693,74.2,1.3266499161421599,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000605,118195,199,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,False,evidence_utilization_failure,False,False,False
CF-000200,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,high_consensus,True,False,False,True,False,False,False,False,60.4,2.3323807579381204,75.2,2.039607805437114,73.8,5.1536394906900505,silver_structured_evidence_sensitive,representation_sensitive,SA-000905,111121,200,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000201,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,65.0,2.9664793948382653,64.4,3.4409301068170506,63.0,2.1908902300206643,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000155,68701,201,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000202,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,58.8,0.9797958971132712,58.6,2.3323807579381204,58.0,1.8973665961010275,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001002,3019,202,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000203,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,81.8,2.5612496949731396,81.6,1.9595917942265422,83.0,1.2649110640673518,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000730,42173,203,regression,both,Supported,correct_to_wrong,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000204,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,76.4,1.3564659966250536,76.2,3.4871191548325386,74.4,1.3564659966250536,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000750,193883,204,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000205,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,88.8,0.9797958971132712,88.0,0.0,88.2,1.8330302779823358,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000560,25740,205,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000206,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,70.4,2.9393876913398134,65.2,3.249615361854384,64.8,1.9390719429665317,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000079,48658,206,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000207,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,74.6,0.4898979485566356,81.8,1.8330302779823358,84.4,1.2,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000436,89727,207,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000208,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,58.2,0.9797958971132711,57.4,1.7435595774162693,57.2,1.9390719429665317,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001034,124719,208,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000209,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,64.6,2.33238075793812,68.4,2.33238075793812,66.4,3.4409301068170506,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000107,52907,209,regression,both,Supported,correct_to_wrong,correct_to_wrong,Unresolved,Unresolved,Unresolved,unresolved,unresolved,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000210,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,68.6,1.9595917942265424,71.0,2.0,73.6,2.6532998322843198,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000638,110147,210,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000211,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,61.2,3.3105890714493698,68.4,3.4409301068170506,67.6,2.33238075793812,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000154,14855,211,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,Unresolved,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,True,True,representation_sensitive,True,True,False
CF-000212,Ambiguous,Supported,Ambiguous,ambiguous_majority,high_consensus,ambiguous_weak_sufficiency,True,False,True,True,False,True,False,False,59.0,2.5298221281347035,60.0,1.7888543819998317,59.2,3.7629775444453557,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001022,162881,212,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000213,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,69.2,1.6,77.8,2.4,76.6,2.1540659228538015,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000357,12089,213,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Supported,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000214,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,62.6,1.2000000000000002,61.8,4.019950248448357,63.8,3.4871191548325386,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000919,71124,214,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000215,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,80.4,1.4966629547095764,80.4,0.8,81.6,3.1368774282716245,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000549,182917,215,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Unresolved,Unresolved,Refuted,unresolved,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,True,True,representation_sensitive,True,True,False
CF-000216,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,66.4,2.2449944320643644,63.8,3.4871191548325386,68.4,2.6532998322843198,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000464,164999,216,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000217,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,79.2,1.5999999999999999,80.8,2.039607805437114,75.4,2.33238075793812,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000581,205134,217,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000218,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,78.0,2.5298221281347035,78.8,0.9797958971132712,79.2,3.3105890714493698,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000685,50074,218,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000219,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,66.4,3.1368774282716245,64.4,3.8781438859330635,67.2,1.9390719429665315,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000853,12015,219,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000220,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,60.4,1.4966629547095764,64.4,2.9393876913398134,64.4,3.4409301068170506,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000128,88865,220,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Unresolved,ambiguous_majority,unresolved,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000221,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,82.0,3.521363372331802,84.2,1.16619037896906,84.6,2.33238075793812,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000898,148173,221,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
