claude_item_id,claude_consensus,claude_rule,n_supported,n_refuted,n_ambiguous,mean_confidence,sd_confidence,modal_sufficiency,issue_flags,source_item_id,order,claim_id,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,consensus_A,rule_A,consensus_B,rule_B,cursor_consensus_C,cursor_rule_C,sd_confidence_A,sd_confidence_C,nli_disagrees,nli2_disagrees,weakly_warranted,cosine_sim,evidence_set_size,n_evidence_pages,claim_len_words,evidence_len_words,resolver_outcome_A,disagreement_type_A,resolver_outcome_B,disagreement_type_B,resolver_outcome_C,disagreement_type_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,silver_taxonomy,item_id,claude_ambiguous,claude_decisive,claude_high_decisive,cross_family_taxonomy,claude_agrees_fever,cross_family_taxonomy_fever
CR-000133,Ambiguous,ambiguous_majority,1,0,4,58.0,2.756809750418044,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000938,133,129221,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.2,5.919459434779497,True,False,True,0.6897324323654175,1,1,8,17,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000133,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000134,Ambiguous,ambiguous_majority,1,0,4,58.2,1.8330302779823362,partial_or_ambiguous,partial_warrant,SA-000515,134,63116,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,4.560701700396552,6.4,True,True,True,0.5602742433547974,1,1,16,28,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000134,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000135,Ambiguous,ambiguous_majority,0,0,5,54.4,1.2,partial_or_ambiguous,entity_or_attribute_confusion,SA-000704,135,108753,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.593020423576334,8.818163074019441,False,False,False,0.5721852779388428,1,1,4,24,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000135,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000136,Ambiguous,ambiguous_majority,0,1,4,56.6,2.0591260281974,partial_or_ambiguous,entity_or_attribute_confusion,SA-000125,136,84154,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.583005244258363,9.414881836751857,True,True,True,0.6389150619506836,1,1,5,26,Ambiguous,partial_warrant,Refuted,judge_error,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000136,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000137,Ambiguous,ambiguous_weak_sufficiency,3,0,2,54.8,1.5999999999999999,partial_or_ambiguous,other;partial_warrant;possible_missing_surrounding_context,SA-000595,137,25505,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.44980619863884,8.44748483277715,False,False,False,0.6917825937271118,1,1,6,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000137,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000138,Ambiguous,ambiguous_majority,0,0,5,56.2,1.4696938456699067,partial_or_ambiguous,entity_or_attribute_confusion,SA-000991,138,69436,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,16.16910634512619,11.672189169131899,True,True,True,0.6957005262374878,1,1,6,18,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000138,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000139,Ambiguous,ambiguous_majority,0,0,5,58.2,1.8330302779823362,partial_or_ambiguous,entity_or_attribute_confusion,SA-000414,139,224191,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,15.440207252495027,12.2245654319489,False,True,False,0.4853963851928711,2,2,13,30,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000139,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000140,Supported,high_consensus,5,0,0,60.8,2.785677655436824,partial_or_ambiguous,partial_warrant,SA-000224,140,369,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.772684879784522,2.3323807579381204,False,False,False,0.7071808576583862,1,1,10,53,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000140,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000141,Ambiguous,ambiguous_majority,0,2,3,63.6,5.276362383309167,probably_sufficient,entity_or_attribute_confusion,SA-000377,141,125164,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Unresolved,unresolved,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,16.414627622946554,20.995237555217138,True,True,True,0.664275050163269,1,1,6,15,Ambiguous,representation_sensitive,Refuted,judge_error,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000141,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000142,Supported,high_consensus,4,0,1,57.0,2.449489742783178,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000952,142,162655,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.908422980528035,5.477225575051661,False,True,False,0.8369039297103882,1,1,7,21,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000142,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000143,Ambiguous,ambiguous_weak_sufficiency,3,0,2,59.6,1.4966629547095764,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000866,143,173930,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Supported,high_consensus,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.329523031752482,8.56971411425142,False,False,False,0.7326785922050476,1,1,6,23,,,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000143,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000144,Supported,high_consensus,5,0,0,58.8,0.9797958971132712,partial_or_ambiguous,numerical_or_temporal_reasoning,SA-000839,144,82883,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Unresolved,unresolved,Ambiguous,ambiguous_majority,6.711184694225007,2.5298221281347035,True,True,True,0.7035664916038513,1,1,9,27,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000144,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000145,Ambiguous,ambiguous_majority,0,0,5,61.8,2.2271057451320084,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000158,145,143144,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.740577265678041,7.934733769950949,True,True,True,0.569922685623169,1,1,11,20,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000145,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000146,Refuted,high_consensus,0,4,1,57.2,1.9390719429665317,partial_or_ambiguous,entity_or_attribute_confusion;negation_or_scope,SA-000850,146,53421,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Ambiguous,ambiguous_majority,Unresolved,unresolved,3.9799497484264803,15.80379701211073,True,True,True,0.6194031238555908,2,2,6,54,,,Ambiguous,representation_sensitive,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000146,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000147,Ambiguous,ambiguous_majority,1,0,4,56.2,1.4696938456699067,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000784,147,87894,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.086253353280437,7.58946638440411,True,False,True,0.7446922063827515,1,1,12,33,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000147,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000148,Ambiguous,ambiguous_majority,0,0,5,55.6,1.2000000000000002,partial_or_ambiguous,entity_or_attribute_confusion;negation_or_scope;partial_warrant,SA-000535,148,151450,rescue,,Supported,wrong_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.418894796396564,6.523802572120037,False,True,False,0.7609276175498962,1,1,6,13,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000148,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000149,Refuted,high_consensus,0,5,0,72.6,1.7435595774162693,probably_sufficient,numerical_or_temporal_reasoning,SA-000712,149,173507,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Unresolved,unresolved,Refuted,high_consensus,Unresolved,unresolved,13.937001112147476,13.876599006961325,True,True,True,0.6541584730148315,1,1,22,28,Refuted,judge_error,,,Refuted,judge_error,True,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000149,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000150,Ambiguous,ambiguous_majority,0,0,5,59.0,2.3664319132398464,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant;possible_coreference_or_entity_resolution,SA-000015,150,193860,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,13.230268326832983,8.863407922464134,True,True,True,0.6126784682273865,1,1,12,31,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000150,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000151,Supported,high_consensus,5,0,0,66.0,2.756809750418044,probably_sufficient,multi_sentence_integration;partial_warrant,SA-000492,151,93823,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Unresolved,unresolved,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.404760555780278,5.122499389946279,True,True,True,0.679192304611206,2,2,9,49,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000151,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000152,Supported,high_consensus,5,0,0,59.2,0.9797958971132712,partial_or_ambiguous,partial_warrant,SA-001022,152,162881,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.310266752998826,4.732863826479693,True,True,True,0.8096942901611328,1,1,14,29,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000152,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000153,Ambiguous,ambiguous_majority,0,0,5,61.2,1.5999999999999999,probably_insufficient,entity_or_attribute_confusion,SA-000779,153,105788,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,15.025311976794358,18.093092604637828,True,True,True,0.42625510692596436,1,1,6,77,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000153,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000154,Ambiguous,ambiguous_majority,0,0,5,56.8,1.4696938456699067,partial_or_ambiguous,partial_warrant,SA-000790,154,51355,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.867919710958146,10.658330075579382,True,False,True,0.7672684192657471,1,1,8,39,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000154,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000155,Ambiguous,ambiguous_majority,0,0,5,58.8,0.9797958971132712,partial_or_ambiguous,partial_warrant,SA-000881,155,14800,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,14.44437606821423,5.276362383309168,True,True,True,0.5839577913284302,1,1,5,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000155,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000156,Supported,high_consensus,5,0,0,69.6,2.33238075793812,probably_sufficient,partial_warrant,SA-000387,156,185412,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,3.8781438859330635,7.138627319029898,True,True,True,0.7130946516990662,1,1,12,31,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000156,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000157,Refuted,high_consensus,0,5,0,75.0,7.211102550927978,probably_sufficient,entity_or_attribute_confusion;numerical_or_temporal_reasoning,SA-000426,157,2797,rescue,,Refuted,wrong_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Ambiguous,ambiguous_majority,1.16619037896906,9.011104260855047,False,False,False,0.7336322069168091,1,1,11,23,,,,,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000157,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000158,Supported,high_consensus,5,0,0,75.4,2.33238075793812,probably_sufficient,partial_warrant,SA-000368,158,190089,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,4.363484845854286,12.749901960407382,False,True,False,0.5977407693862915,1,1,4,16,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000158,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000159,Unresolved,unresolved,2,1,2,58.8,3.6551333764994136,probably_sufficient,entity_or_attribute_confusion;partial_warrant,SA-000700,159,95358,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.4,8.885943956609225,False,False,False,0.9070872664451599,1,1,14,30,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000159,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000160,Ambiguous,ambiguous_majority,0,0,5,59.8,1.8330302779823362,partial_or_ambiguous,partial_warrant,SA-000756,160,153136,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.053098380168622,6.887670143089026,False,True,False,0.5128397941589355,1,1,12,25,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000160,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000161,Ambiguous,ambiguous_majority,0,0,5,55.6,1.2000000000000002,partial_or_ambiguous,partial_warrant;possible_missing_surrounding_context,SA-001020,161,152955,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.11055553385247,6.997142273814361,True,True,True,0.4004533290863037,1,1,10,19,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000161,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000162,Refuted,high_consensus,0,5,0,65.2,2.9257477676655586,probably_sufficient,entity_or_attribute_confusion;other;partial_warrant,SA-000612,162,64685,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Ambiguous,ambiguous_majority,3.2,14.136477637657833,True,False,True,0.653394877910614,1,1,9,21,,,,,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000162,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000163,Refuted,high_consensus,0,5,0,76.0,1.2649110640673518,probably_sufficient,numerical_or_temporal_reasoning,SA-000831,163,173492,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Unresolved,unresolved,Refuted,high_consensus,Unresolved,unresolved,10.461357464497617,19.59183503401353,False,True,False,0.6571628451347351,1,1,17,28,Refuted,judge_error,,,Refuted,judge_error,True,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000163,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000164,Refuted,high_consensus,0,4,1,57.4,3.5552777669262356,partial_or_ambiguous,entity_or_attribute_confusion;negation_or_scope;other,SA-000755,164,79610,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Ambiguous,ambiguous_majority,2.5612496949731396,12.172099243762352,True,True,True,0.5714234709739685,1,1,8,21,,,,,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000164,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000165,Ambiguous,ambiguous_majority,0,0,5,56.0,1.2649110640673518,partial_or_ambiguous,partial_warrant,SA-001034,165,124719,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.817215828899595,4.882622246293481,False,False,False,0.7417516112327576,1,1,9,21,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000165,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000166,Supported,high_consensus,5,0,0,60.6,3.006659275674582,probably_sufficient,partial_warrant,SA-001046,166,14501,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.200000000000001,4.673328578219168,False,False,False,0.7343209981918335,1,1,5,20,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000166,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000167,Refuted,high_consensus,0,5,0,70.4,4.079215610874228,probably_sufficient,entity_or_attribute_confusion,SA-000328,167,172762,resistant,,Refuted,wrong_to_wrong,correct_to_correct,Unresolved,unresolved,Refuted,high_consensus,Ambiguous,ambiguous_majority,7.418894796396564,11.689311356961968,True,True,True,0.680894672870636,1,1,7,34,Refuted,judge_error,,,Ambiguous,representation_sensitive,True,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000167,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000168,Ambiguous,ambiguous_majority,0,0,5,58.8,0.9797958971132712,partial_or_ambiguous,multi_sentence_integration;numerical_or_temporal_reasoning;partial_warrant,SA-000211,168,172713,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.95989949685296,3.2,False,True,False,0.8125118017196655,2,2,14,71,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000168,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000169,Ambiguous,ambiguous_majority,0,0,5,56.2,1.4696938456699067,partial_or_ambiguous,negation_or_scope;partial_warrant,SA-000165,169,89483,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,11.341957503006261,8.662563131083086,True,True,True,0.40500161051750183,1,1,7,11,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000169,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000170,Refuted,high_consensus,0,5,0,61.8,3.4871191548325386,probably_sufficient,entity_or_attribute_confusion;partial_warrant,SA-000126,170,212217,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.740919818541087,9.068627239003707,True,True,True,0.7235931754112244,1,1,7,40,Ambiguous,partial_warrant,Refuted,judge_error,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000170,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000171,Ambiguous,ambiguous_majority,0,0,5,61.6,0.7999999999999999,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant;possible_missing_surrounding_context,SA-000760,171,209859,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,15.543487382180357,16.54569430395715,True,True,True,0.2605636417865753,1,1,9,54,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000171,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000172,Supported,high_consensus,5,0,0,64.4,3.8781438859330635,probably_sufficient,partial_warrant,SA-000435,172,119205,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.858753081755401,6.6211781428987395,True,True,True,0.6177531480789185,1,1,13,17,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000172,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000173,Ambiguous,ambiguous_majority,0,0,5,60.4,1.4966629547095764,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000278,173,21959,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,16.316862443496913,2.33238075793812,True,True,True,0.5351108312606812,1,1,16,18,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000173,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000174,Refuted,high_consensus,0,5,0,63.2,5.2687759489277965,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000660,174,8577,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.039900496896712,15.104966070799366,True,True,True,0.2980133295059204,1,1,11,26,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000174,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000175,Refuted,high_consensus,0,5,0,70.4,1.9595917942265424,probably_sufficient,entity_or_attribute_confusion,SA-000547,175,199817,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,13.29059818066892,14.587666023048376,False,True,False,0.6933739185333252,1,1,18,24,Refuted,judge_error,Ambiguous,partial_warrant,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000175,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000176,Ambiguous,ambiguous_majority,0,0,5,59.2,1.5999999999999999,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000349,176,18030,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.2365041127896,12.416118556135006,True,True,True,0.5730432868003845,1,1,16,72,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000176,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000177,Refuted,high_consensus,0,5,0,66.0,3.0983866769659336,probably_sufficient,entity_or_attribute_confusion,SA-000351,177,6275,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Unresolved,unresolved,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.525955088890712,11.092339699089639,False,False,False,0.7923253774642944,1,1,11,25,Ambiguous,partial_warrant,Refuted,judge_error,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000177,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
